Date,Time/Seq,SMAC,SIP,Sport,DMAC,DIP,Dport,Protocol,GoodBad,AllowBlock,Comments
20180408,543,,192.168.1.11,,,52.58.68.165,,TCP,,1,"38650  >  443 [RST, ACK] Seq=895 Ack=565 Win=6912 Len=0 TSval=4294951439 TSecr=437601073",Previously seen destination. Letting through.
20180408,544,,52.28.131.102,,,192.168.1.11,,TCP,,1,"443  >  34984 [SYN, ACK] Seq=0 Ack=1 Win=2048 Len=0 MSS=1380 SACK_PERM=1 WS=8",source ip is relatively new
20180408,545,,192.168.1.11,,,52.28.131.102,,TCP,,1,34984  >  443 [ACK] Seq=1 Ack=1 Win=5840 Len=0,Previously seen destination. Letting through.
20180408,546,,192.168.1.11,,,52.28.131.102,,TLSv1.2,,1,Client Hello,Previously seen destination. Letting through.
20180408,547,,52.28.131.102,,,192.168.1.11,,TCP,,1,443  >  34984 [ACK] Seq=1 Ack=300 Win=3120 Len=0,source ip is relatively new
20180408,548,,52.28.131.102,,,192.168.1.11,,TLSv1.2,,1,Server Hello,source ip is relatively new
20180408,549,,52.28.131.102,,,192.168.1.11,,TCP,,1,443  >  34984 [ACK] Seq=59 Ack=300 Win=3120 Len=1380 [TCP segment of a reassembled PDU],source ip is relatively new
20180408,550,,52.28.131.102,,,192.168.1.11,,TCP,,1,443  >  34984 [ACK] Seq=1439 Ack=300 Win=3120 Len=1380 [TCP segment of a reassembled PDU],source ip is relatively new
20180408,551,,52.28.131.102,,,192.168.1.11,,TLSv1.2,,1,Certificate,source ip is relatively new
20180408,552,,192.168.1.11,,,52.28.131.102,,TCP,,1,34984  >  443 [ACK] Seq=300 Ack=59 Win=5840 Len=0,Previously seen destination. Letting through.
20180408,553,,192.168.1.11,,,52.28.131.102,,TCP,,1,34984  >  443 [ACK] Seq=300 Ack=1439 Win=8600 Len=0,Previously seen destination. Letting through.
20180408,554,,192.168.1.11,,,52.28.131.102,,TCP,,1,34984  >  443 [ACK] Seq=300 Ack=2819 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,555,,192.168.1.11,,,52.28.131.102,,TCP,,1,34984  >  443 [ACK] Seq=300 Ack=3465 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,556,,52.28.131.102,,,192.168.1.11,,TLSv1.2,,1,Server Key Exchange,source ip is relatively new
20180408,557,,52.28.131.102,,,192.168.1.11,,TLSv1.2,,1,Server Hello Done,source ip is relatively new
20180408,558,,192.168.1.11,,,52.28.131.102,,TCP,,1,34984  >  443 [ACK] Seq=300 Ack=3803 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,559,,192.168.1.11,,,52.28.131.102,,TCP,,1,34984  >  443 [ACK] Seq=300 Ack=3812 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,560,,192.168.1.11,,,52.28.131.102,,TLSv1.2,,1,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message",Previously seen destination. Letting through.
20180408,561,,52.28.131.102,,,192.168.1.11,,TLSv1.2,,1,New Session Ticket,source ip is relatively new
20180408,562,,52.28.131.102,,,192.168.1.11,,TLSv1.2,,1,Change Cipher Spec,source ip is relatively new
20180408,563,,52.28.131.102,,,192.168.1.11,,TLSv1.2,,1,Encrypted Handshake Message,source ip is relatively new
20180408,564,,192.168.1.11,,,52.28.131.102,,TCP,,1,34984  >  443 [ACK] Seq=426 Ack=3937 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,565,,192.168.1.11,,,52.28.131.102,,TCP,,1,34984  >  443 [ACK] Seq=426 Ack=3982 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,566,,192.168.1.11,,,52.28.131.102,,TLSv1.2,,1,Application Data,Previously seen destination. Letting through.
20180408,567,,52.28.131.102,,,192.168.1.11,,TCP,,1,443  >  34984 [ACK] Seq=3982 Ack=588 Win=3120 Len=0,source ip is relatively new
20180408,568,,52.28.131.102,,,192.168.1.11,,TCP,,1,[TCP Keep-Alive] 443  >  34984 [ACK] Seq=3981 Ack=588 Win=3120 Len=0,source ip is relatively new
20180408,569,,192.168.1.11,,,52.28.131.102,,TCP,,1,[TCP Keep-Alive ACK] 34984  >  443 [ACK] Seq=588 Ack=3982 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,570,,52.28.131.102,,,192.168.1.11,,TCP,,1,[TCP Keep-Alive] 443  >  34984 [ACK] Seq=3981 Ack=588 Win=3120 Len=0,source ip is relatively new
20180408,571,,192.168.1.11,,,52.28.131.102,,TCP,,1,[TCP Keep-Alive ACK] 34984  >  443 [ACK] Seq=588 Ack=3982 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,572,,52.28.131.102,,,192.168.1.11,,TCP,,1,[TCP Keep-Alive] 443  >  34984 [ACK] Seq=3981 Ack=588 Win=3120 Len=0,Previously seen destination. Letting through.
20180408,573,,192.168.1.11,,,52.28.131.102,,TCP,,1,[TCP Keep-Alive ACK] 34984  >  443 [ACK] Seq=588 Ack=3982 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,574,,52.28.131.102,,,192.168.1.11,,TCP,,1,[TCP Keep-Alive] 443  >  34984 [ACK] Seq=3981 Ack=588 Win=3120 Len=0,Previously seen destination. Letting through.
20180408,575,,192.168.1.11,,,52.28.131.102,,TCP,,1,[TCP Keep-Alive ACK] 34984  >  443 [ACK] Seq=588 Ack=3982 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,576,,52.28.131.102,,,192.168.1.11,,TCP,,1,[TCP Keep-Alive] 443  >  34984 [ACK] Seq=3981 Ack=588 Win=3120 Len=0,Previously seen destination. Letting through.
20180408,577,,192.168.1.11,,,52.28.131.102,,TCP,,1,[TCP Keep-Alive ACK] 34984  >  443 [ACK] Seq=588 Ack=3982 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,578,,52.28.131.102,,,192.168.1.11,,TCP,,1,[TCP Keep-Alive] 443  >  34984 [ACK] Seq=3981 Ack=588 Win=3120 Len=0,Previously seen destination. Letting through.
20180408,579,,192.168.1.11,,,52.28.131.102,,TCP,,1,[TCP Keep-Alive ACK] 34984  >  443 [ACK] Seq=588 Ack=3982 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,580,,52.28.131.102,,,192.168.1.11,,TCP,,1,[TCP Keep-Alive] 443  >  34984 [ACK] Seq=3981 Ack=588 Win=3120 Len=0,Previously seen destination. Letting through.
20180408,581,,192.168.1.11,,,52.28.131.102,,TCP,,1,[TCP Keep-Alive ACK] 34984  >  443 [ACK] Seq=588 Ack=3982 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,582,D-LinkIn_c5:17:5a,,,DavidEle_06:08:ba,,,ARP,,1,Who has 192.168.1.1? Tell 192.168.1.11,Safe protocol
20180408,583,DavidEle_06:08:ba,,,D-LinkIn_c5:17:5a,,,ARP,,1,192.168.1.1 is at 00:b5:6d:06:08:ba,Safe protocol
20180408,584,,52.28.131.102,,,192.168.1.11,,TCP,,1,[TCP Keep-Alive] 443  >  34984 [ACK] Seq=3981 Ack=588 Win=3120 Len=0,Previously seen destination. Letting through.
20180408,585,,192.168.1.11,,,52.28.131.102,,TCP,,1,[TCP Keep-Alive ACK] 34984  >  443 [ACK] Seq=588 Ack=3982 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,586,,52.28.131.102,,,192.168.1.11,,TCP,,1,[TCP Keep-Alive] 443  >  34984 [ACK] Seq=3981 Ack=588 Win=3120 Len=0,Previously seen destination. Letting through.
20180408,587,DavidEle_06:08:ba,,,D-LinkIn_c5:17:5a,,,ARP,,1,Who has 192.168.1.11? Tell 192.168.1.1,Safe protocol
20180408,588,,192.168.1.11,,,52.28.131.102,,TCP,,1,[TCP Keep-Alive ACK] 34984  >  443 [ACK] Seq=588 Ack=3982 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,589,D-LinkIn_c5:17:5a,,,DavidEle_06:08:ba,,,ARP,,1,192.168.1.11 is at 6c:72:20:c5:17:5a,Safe protocol
20180408,590,,52.28.131.102,,,192.168.1.11,,TCP,,1,[TCP Keep-Alive] 443  >  34984 [ACK] Seq=3981 Ack=588 Win=3120 Len=0,Previously seen destination. Letting through.
20180408,591,,192.168.1.11,,,52.28.131.102,,TCP,,1,[TCP Keep-Alive ACK] 34984  >  443 [ACK] Seq=588 Ack=3982 Win=11360 Len=0,Previously seen destination. Letting through.
20180408,592,,52.28.131.102,,,192.168.1.11,,TCP,,1,[TCP Keep-Alive] 443  >  34984 [ACK] Seq=3981 Ack=588 Win=3120 Len=0,Previously seen destination. Letting through.
20180408,593,,192.168.1.11,,,52.28.131.102,,TCP,,1,[TCP Keep-Alive ACK] 34984  >  443 [ACK] Seq=588 Ack=3982 Win=11360 Len=0,Previously seen destination. Letting through.
